INFO  2019-08-04 19:51:20,688 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap-select/dist/css/bootstrap-select.css was not modified
INFO  2019-08-04 19:51:20,690 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/toastr/toastr.css was not modified
INFO  2019-08-04 19:51:20,692 [5    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap/dist/css/bootstrap.css was not modified
INFO  2019-08-04 19:51:20,701 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 149.2828ms 304 text/css
INFO  2019-08-04 19:51:20,704 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 156.4769ms 304 text/css
INFO  2019-08-04 19:51:20,705 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 162.932ms 304 text/css
INFO  2019-08-04 19:51:20,709 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 102.9034ms 304 text/css
INFO  2019-08-04 19:51:20,721 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/fonts/roboto/roboto.css?v=DWPiEyLnt8XZ68WQeudmZPGSejowhmQNUUhaX8dYF1Q  
INFO  2019-08-04 19:51:20,723 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/famfamfam-flags/dist/sprite/famfamfam-flags.css?v=l7wu43l7XpKWzFn29hiH8AFe4I_CNzbCPmaAQivPYMg  
INFO  2019-08-04 19:51:20,726 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/css/materialize.css?v=OdWlipUYj8b9Oa4RyT45njteIcxH-4pGocqe0r0V8js  
INFO  2019-08-04 19:51:20,731 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/famfamfam-flags/dist/sprite/famfamfam-flags.css was not modified
INFO  2019-08-04 19:51:20,732 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/font-awesome/css/font-awesome.css?v=NuCn4IvuZXdBaFKJOAcsU2Q3ZpwbdFisd5dux4jkQ5w  
INFO  2019-08-04 19:51:20,735 [5    ] NetCore.StaticFiles.StaticFileMiddleware - The file /fonts/roboto/roboto.css was not modified
INFO  2019-08-04 19:51:20,738 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 10.8988ms 304 text/css
INFO  2019-08-04 19:51:20,739 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 30.6768ms 304 text/css
INFO  2019-08-04 19:51:20,741 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/font-awesome/css/font-awesome.css was not modified
